# 資料庫版本: 2021-08-22
道字典字號	道漢字音粵語音典字號	頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	韻母組	粵拼讀音	字頭	(輔助檢索用異體)	釋義	釋義本作「同上」	校訂註
D6725	B51B25	67	t	ai	5	5	ai	tai5	娣		女弟		
D6726	B51C01	67	b	ai	1	1	ai	bai1	跛		～腳		
D6727	B51C02	67	b	ai	3	3	ai	bai3	閉		～塞		
D6728	B51C05	67	b	ai	3	3	ai	bai3	蔽		遮～，隔～		
D6729	B51D09	67	b	ai	6	6	ai	bai6	斃		死也		
D6730	B51D03	67	b	ai	6	6	ai	bai6	敝		～壞。又謙話，如～校		
D6731	B51D05	67	b	ai	6	6	ai	bai6	弊		惡也，奸也，作～		
D6732	B51D06	67	b	ai	6	6	ai	bai6	幣		銀～，紙～		
D6733	B51E01	67	p	ai	1	1	ai	pai1	批		～評，～判		
D6734	B51E02	67	p	ai	1	1	ai	pai1	砒		～霜，毒藥		
D6735	B51G01	67	m	ai	4	4	ai	mai4	迷		昏～，～信，亂也		
D6736	B51G02	67	m	ai	4	4	ai	mai4	謎		燈～，隱語也		
D6737	B51G04	67	m	ai	5	5	ai	mai5	米		谷～		
D6738	B51G08	67	m	ai	5	5	ai	mai5	弭		止也		
D6739	B51G13	67	m	ai	6	6	ai	mai6	袂		衣之袖也		
D6740	B51H04	67	f	ai	1	1	ai	fai1	揮		指～，發～		
D6741	B51H12	67	f	ai	1	1	ai	fai1	輝		光～		
D6742	B51H14	67	f	ai	1	1	ai	fai1	徽		～章		
D6743	B51H17	67	f	ai	3	3	ai	fai3	肺		心～		
D6744	B51H21	67	f	ai	3	3	ai	fai3	費		～用		
D6745	B51H22	67	f	ai	3	3	ai	fai3	廢		荒～。絕也，棄也		
D6746	B51H15	67	f	ai	3	3	ai	fai3	沸		水滾曰～		
D6747	B51H20	67	f	ai	3	3	ai	fai3	疿		熱～，皮膚病		
D6748	B51I01	67	f	ai	6	6	ai	fai6	吠		狗～聲		
D6749	B51J01	67	w	ai	1	1	ai	wai1	威		～儀，～猛		
D6750	B51J12	67	w	ai	2	2	ai	wai2	委		～曲，～任		
D6751	B51J20	67	w	ai	2	2	ai	wai2	毁	毀	～爛，～謗		
D6801	B51J21	68	w	ai	2	2	ai	wai2	諉		推～		
D6802	B51J23	68	w	ai	2	2	ai	wai2	燬		焚～		
D6803	B51J16	68	w	ai	2	2	ai	wai2	萎		枯～，衰～，病～		
D6804	B51J28	68	w	ai	3	3	ai	wai3	畏		怕也，敬也		
D6805	B51J32	68	w	ai	3	3	ai	wai3	蔚		草木興盛之貌		
D6806	B51J33	68	w	ai	3	3	ai	wai3	慰		安～		
D6807	B51J29	68	w	ai	3	3	ai	wai3	尉		官名		
D6808	B51J41	68	w	ai	3	3	ai	wai3	穢		污～		
D6809	B51J36	68	w	ai	3	3	ai	wai3	餵		～雞，～豬		
D6810	B51K06	68	w	ai	4	4	ai	wai4	唯		獨也		
D6811	B51K13	68	w	ai	4	4	ai	wai4	違		～背，～避		
D6812	B51K02	68	w	ai	4	4	ai	wai4	為	爲	做也，係也		
D6813	B51K16	68	w	ai	4	4	ai	wai4	遺		～失，～忘，～落		
D6814	B51K07	68	w	ai	4	4	ai	wai4	惟		獨也，～是		
D6815	B51K11	68	w	ai	4	4	ai	wai4	圍		週～，範～		
D6816	B51K14	68	w	ai	4	4	ai	wai4	維		～持，纖～，四～		
D6817	B51K08	68	w	ai	4	4	ai	wai4	帷		宮～		
D6818	B51K17	68	w	ai	4	4	ai	wai4	闈		帳幕		
D6819	B51K09	68	w	ai	4	4	ai	wai4	幃		帳幕	Y	
D6820		68	w	ai	5	5	ai	wai5	卉	𠦄	花～，草木統稱		
D6821	B51K21	68	w	ai	5	5	ai	wai5	韋		柔靭之皮，又姓		
D6822	B51K22	68	w	ai	5	5	ai	wai5	偉		大也。奇～		
D6823	B51K25	68	w	ai	5	5	ai	wai5	葦		蘆～		
D6824	B51K28	68	w	ai	5	5	ai	wai5	諱		忌～，死曰～		
D6825	B51K27	68	w	ai	5	5	ai	wai5	緯		經～。橫曰經，直曰～		
D6826	B51K32	68	w	ai	6	6	ai	wai6	位		職～，坐～		
D6827	B51K36	68	w	ai	6	6	ai	wai6	彗		～星		
D6828	B51K48	68	w	ai	6	6	ai	wai6	慧		聰明，智～		
D6829	B51K31	68	w	ai	6	6	ai	wai6	胃		～口，脾～		
D6830	B51K37	68	w	ai	6	6	ai	wai6	惠	恵	恩～，順也		
D6831	B51K49	68	w	ai	6	6	ai	wai6	謂		話也		
D6832	B51K33	68	w	ai	6	6	ai	wai6	為	爲	因～		
D6833	B51K46	68	w	ai	6	6	ai	wai6	衛	衞	保～，防～		
D6834	B51L05	68	gw	ai	1	1	ai	gwai1	皈		～依		
D6835	B51L14	68	gw	ai	1	1	ai	gwai1	閨		～房		
D6836	B51L15	68	gw	ai	1	1	ai	gwai1	歸		回～，～去		
D6837	B51L17	68	gw	ai	1	1	ai	gwai1	龜		一隻～		
D6838	B51L28	68	gw	ai	2	2	ai	gwai2	鬼		神～		
D6839	B51L32	68	gw	ai	2	2	ai	gwai2	詭		奸～，狡詐		
D6840	B51L27	68	gw	ai	2	2	ai	gwai2	軌		法也，道也，車～		
D6841	B51L38	68	gw	ai	3	3	ai	gwai3	貴		富～		
D6842	B51L34	68	gw	ai	3	3	ai	gwai3	季		四～		
D6843	B51L36	68	gw	ai	3	3	ai	gwai3	桂		～花		
D6844	B51L35	68	gw	ai	3	3	ai	gwai3	癸		天干名，又壬～		
D6845	B51L39	68	gw	ai	3	3	ai	gwai3	瑰		玫～		
D6846	B51M13	68	gw	ai	6	6	ai	gwai6	餽		送贈		
D6847	B51M02	68	gw	ai	6	6	ai	gwai6	跪		～拜		
D6848	B51M04	68	gw	ai	6	6	ai	gwai6	跽		～拜		
D6849	B51M11	68	gw	ai	6	6	ai	gwai6	櫃		書～，衣～		
D6850	B51M01	68	gw	ai	6	6	ai	gwai6	柜		書～，衣～	Y	
D6851	B51N04	68	kw	ai	1	1	ai	kwai1	規		～矩，～勸，法～		
D6852	B51N09	68	kw	ai	1	1	ai	kwai1	窺		偷睇		
D6853	B51N11	68	kw	ai	1	1	ai	kwai1	虧		欠缺		
D6854	B51N03	68	kw	ai	1	1	ai	kwai1	盔		頭～		
D6855	B51O07	68	kw	ai	4	4	ai	kwai4	葵		～花，～扇		
D6856	B51O09	68	kw	ai	4	4	ai	kwai4	携	擕|攜	～手，～帶		
D6857	B51O03	68	kw	ai	4	4	ai	kwai4	畦		五十畝田曰～		
D6858	B51O22	68	kw	ai	5	5	ai	kwai5	揆		測度，道理		
D6859	B51O24	68	kw	ai	5	5	ai	kwai5	愧		慚～，羞～		
D6860	B51O25	68	kw	ai	5	5	ai	kwai5	睽		～別		
D6861	B51P03	68		ai	2	2	ai	ai2	矮		高～，短小		
D6862	B51P05	68		ai	3	3	ai	ai3	隘		狹窄，險阻之地		
D6863	B51P14	68		ai	3	3	ai	ai3	翳		隱蔽，陰～		
D6901	B51P13	69		ai	3	3	ai	ai3	縊		吊頸曰自～		
D6902	B51Q01	69	h	ai	4	4	ai	hai4	兮		語助詞		
D6903	B51Q03	69	h	ai	4	4	ai	hai4	奚		何也		
D6904	B51Q15	69	h	ai	6	6	ai	hai6	係		是也，聯也		
D6905	B51Q14	69	h	ai	6	6	ai	hai6	系		～統，繼也		
D6906	B51Q17	69	h	ai	6	6	ai	hai6	繫	繋	結也，束縛也		
D6907	B52A01	69	z	ou	1	1	ou	zou1	租		～賃		
D6908	B52A04	69	z	ou	1	1	ou	zou1	遭		～逢		
D6909	B52A06	69	z	ou	1	1	ou	zou1	糟		酒～，～糠		
D6910	B52A08	69	z	ou	2	2	ou	zou2	早		～晨		
D6911	B52A09	69	z	ou	2	2	ou	zou2	祖		～宗		
D6912	B52A11	69	z	ou	2	2	ou	zou2	組		～綬，～織		
D6913	B52A12	69	z	ou	2	2	ou	zou2	棗		紅～，果名		
D6914	B52A19	69	z	ou	2	2	ou	zou2	藻		水草，詞～		
D6915	B52A21	69	z	ou	3	3	ou	zou3	做		～作，為也		
D6916	B52A23	69	z	ou	3	3	ou	zou3	竈		爐～，煮飯之～		
D6917	B52A20	69	z	ou	3	3	ou	zou3	灶		爐～，煮飯之～	Y	
D6918	B52B01	69	z	ou	6	6	ou	zou6	皂		肥～，番梘也		
D6919	B52B07	69	z	ou	6	6	ou	zou6	造		製～		
D6920	B52B08	69	z	ou	6	6	ou	zou6	做		～作，為也		
D6921	B52C07	69	c	ou	1	1	ou	cou1	操		～持，體～		
D6922	B52C02	69	c	ou	1	1	ou	cou1	粗		不精細也		
D6923	B52C14	69	c	ou	2	2	ou	cou2	藻		水草，詞～		
D6924	B52C11	69	c	ou	2	2	ou	cou2	草		花～，～率		
D6925	B52C21	69	c	ou	3	3	ou	cou3	醋		酸～		
D6926	B52C29	69	c	ou	3	3	ou	cou3	燥		乾～，～熱		
D6927	B52C23	69	c	ou	3	3	ou	cou3	澡		洗～		
D6928	B52C22	69	c	ou	3	3	ou	cou3	噪		群馬叫聲		
D6929	B52C32	69	c	ou	3	3	ou	cou3	躁		性急，浮～		
D6930	B52C31	69	c	ou	3	3	ou	cou3	糙		～米		
D6931	B52C18	69	c	ou	3	3	ou	cou3	措		處置		
D6932	B52C27	69	c	ou	3	3	ou	cou3	錯		措置		
D6933	B52D01	69	c	ou	4	4	ou	cou4	徂		去也，死也		
D6934	B52D04	69	c	ou	4	4	ou	cou4	曹		眾也，又姓		
D6935	B52D06	69	c	ou	4	4	ou	cou4	嘈		～吵		
D6936		69	c	ou	4	4	ou	cou4	鰽		～白魚		
D6937	B52D07	69	c	ou	4	4	ou	cou4	槽		馬～		
D6938	B52E01	69	n	ou	4	4	ou	nou4	奴		～僕		
D6939	B52E07	69	n	ou	5	5	ou	nou5	努		～力		
D6940	B52E11	69	n	ou	5	5	ou	nou5	惱		煩～		
D6941	B52E12	69	n	ou	5	5	ou	nou5	瑙		瑪～		
D6942	B52E13	69	n	ou	5	5	ou	nou5	腦		頭～		
D6943	B52E17	69	n	ou	6	6	ou	nou6	怒		憤～，～恨		
D6944	B52F11	69	s	ou	1	1	ou	sou1	蘇		木名，又姓也，復生也		
D6945	B52F02	69	s	ou	1	1	ou	sou1	甦		死而復生		
D6946	B52F04	69	s	ou	1	1	ou	sou1	搔		～痕		
D6947	B52F06	69	s	ou	1	1	ou	sou1	穌		耶～		
D7001	B52F03	70	s	ou	1	1	ou	sou1	酥		酒名，又鬆軟也		
D7002	B52F12	70	s	ou	1	1	ou	sou1	鬚		～髮		
D7003	B52F10	70	s	ou	1	1	ou	sou1	騷		～擾，憂也，～蕩		
D7004	B52F16	70	s	ou	2	2	ou	sou2	數		～數		
D7005	B52F15	70	s	ou	2	2	ou	sou2	嫂		兄之妻也		
D7006	B52F20	70	s	ou	3	3	ou	sou3	掃		～除		
D7007	B52F19	70	s	ou	3	3	ou	sou3	素		樸～，平～		
D7008	B52F23	70	s	ou	3	3	ou	sou3	訴		告～，～訟		
D7009	B52F27	70	s	ou	3	3	ou	sou3	溯		回～		
D7010	B52F32	70	s	ou	3	3	ou	sou3	數		～目		
D7011	B52G01	70	g	ou	1	1	ou	gou1	高	髙	～低		
D7012	B52G03	70	g	ou	1	1	ou	gou1	羔		～羊		
D7013	B52G06	70	g	ou	1	1	ou	gou1	膏		脂～，～藥		
D7014	B52G09	70	g	ou	1	1	ou	gou1	糕		～餅		
D7015	B52G12	70	g	ou	1	1	ou	gou1	餻		～餅	Y	
D7016	B52G11	70	g	ou	1	1	ou	gou1	篙		竹～		
D7017	B52G22	70	g	ou	2	2	ou	gou2	稿		枯～，草～		
D7018	B52G18	70	g	ou	2	2	ou	gou2	槁		枯～，草～	Y	
D7019	B52G28	70	g	ou	3	3	ou	gou3	告	吿	啟也，報也		
D7020	B52H01	70	ng	ou	3	3	ou	ngou3	奧	奥	深～		
D7021	B52H02	70	ng	ou	3	3	ou	ngou3	澳		小灣子，又～洲		
D7022	B52I06	70	ng	ou	4	4	ou	ngou4	遨		～遊		
D7023	B52I09	70	ng	ou	4	4	ou	ngou4	熬		煎～		
D7024	B52I02	70	ng	ou	4	4	ou	ngou4	敖		閒遊		
D7025	B52I16	70	ng	ou	4	4	ou	ngou4	鰲		大魚		
D7026	B52I20	70	ng	ou	6	6	ou	ngou6	傲		驕～，～慢		
D7027	B52J02	70	d	ou	1	1	ou	dou1	刀		一張～，又兵器		
D7028	B52J03	70	d	ou	1	1	ou	dou1	都		～市，國～		
D7029	B52J07	70	d	ou	2	2	ou	dou2	島		海～		
D7030	B52J13	70	d	ou	2	2	ou	dou2	賭		～博		
D7031	B52J06	70	d	ou	2	2	ou	dou2	倒		跌仆		
D7032	B52J14	70	d	ou	2	2	ou	dou2	覩		見也		
D7033	B52J11	70	d	ou	2	2	ou	dou2	睹		見也	Y	
D7034	B52J18	70	d	ou	3	3	ou	dou3	到		至也		
D7035	B52J17	70	d	ou	3	3	ou	dou3	妒		～忌		
D7036	B52J20	70	d	ou	3	3	ou	dou3	妬		～忌	Y	
D7037	B52K11	70	d	ou	6	6	ou	dou6	道		～理，～路，又治也		
D7038	B52K04	70	d	ou	6	6	ou	dou6	度		法～，～量		
D7039	B52K01	70	d	ou	6	6	ou	dou6	杜		木名，又塞也，又姓		
D7040	B52K07	70	d	ou	6	6	ou	dou6	悼		傷～，哀～		
D7041	B52K08	70	d	ou	6	6	ou	dou6	盜	盗	～賊		
D7042	B52K09	70	d	ou	6	6	ou	dou6	渡		～船		
D7043	B52K14	70	d	ou	6	6	ou	dou6	蹈		踐踏		
D7044	B52K12	70	d	ou	6	6	ou	dou6	稻		禾～，～麥		
D7045	B52K13	70	d	ou	6	6	ou	dou6	導		引～，教～		
D7046	B52K16	70	d	ou	6	6	ou	dou6	鍍		～金，電～		
D7047	B52K17	70	d	ou	6	6	ou	dou6	蠧	蠹	害物蟲		
D7048	B53A08	70	t	ou	1	1	ou	tou1	滔		水流狀，又瀰漫		
D7049	B53A03	70	t	ou	1	1	ou	tou1	叨		忝也		
D7050	B53A15	70	t	ou	1	1	ou	tou1	韜		～略，又劍匣也		
D7051	B53A17	70	t	ou	2	2	ou	tou2	土		～地		
D7052	B53A18	70	t	ou	2	2	ou	tou2	討		誅～，～論		
D7053	B53A21	70	t	ou	2	2	ou	tou2	搗		～亂，～藥		
D7054	B53A22	70	t	ou	2	2	ou	tou2	禱		～告，祈～		
D7055	B53A23	70	t	ou	3	3	ou	tou3	吐		嘔～		
D7056	B53A24	70	t	ou	3	3	ou	tou3	兎	兔	獸名		
D7057	B53A26	70	t	ou	3	3	ou	tou3	套		全～，客～		
D7058	B53B07	70	t	ou	4	4	ou	tou4	逃		～走		
D7101	B53B08	71	t	ou	4	4	ou	tou4	徒		但也，眾也，師～		
D7102	B53B09	71	t	ou	4	4	ou	tou4	桃		～花		
D7103	B53B10	71	t	ou	4	4	ou	tou4	途		路～		
D7104	B53B25	71	t	ou	4	4	ou	tou4	圖	圗	形～，地～		
D7105	B53B19	71	t	ou	4	4	ou	tou4	萄		葡～		
D7106	B53B12	71	t	ou	4	4	ou	tou4	淘		～沙，～汰		
D7107	B53B11	71	t	ou	4	4	ou	tou4	屠		～殺		
D7108	B53B24	71	t	ou	4	4	ou	tou4	塗		糊～，坭～		
D7109	B53B13	71	t	ou	4	4	ou	tou4	荼		苦菜，又害也		
D7110	B53B16	71	t	ou	4	4	ou	tou4	陶		瓦器，婺生		
D7111	B53B32	71	t	ou	4	4	ou	tou4	濤		波～		
D7112	B53B40	71	t	ou	5	5	ou	tou5	肚		腸～，～腩		
D7113	B53C05	71	b	ou	1	1	ou	bou1	煲	㷛	～飯		
D7114	B53C08	71	b	ou	1	1	ou	bou1	褒	襃	～獎		
D7115	B53C21	71	b	ou	2	2	ou	bou2	寳	寶	珍～，～貴		
D7116	B53C17	71	b	ou	2	2	ou	bou2	褓		襁～		
D7117	B53C12	71	b	ou	2	2	ou	bou2	保		～全，～守，～護		
D7118	B53C14	71	b	ou	2	2	ou	bou2	補		益也，填～		
D7119	B53C15	71	b	ou	2	2	ou	bou2	堡		堤也，～壘		
D7120	B53C23	71	b	ou	3	3	ou	bou3	布		織～，棉～，～置		
D7121	B53C24	71	b	ou	3	3	ou	bou3	佈		宣～，～告，～置		
D7122	B53C30	71	b	ou	3	3	ou	bou3	報		～答，～告，～復		
D7123	B53C25	71	b	ou	3	3	ou	bou3	怖		恐～		
D7124	B53C29	71	b	ou	3	3	ou	bou3	埔		地名		
D7125	B53D01	71	b	ou	6	6	ou	bou6	步	歩	行～		
D7126	B53D06	71	b	ou	6	6	ou	bou6	埗		～頭		
D7127	B53D05	71	b	ou	6	6	ou	bou6	部		～屬，數～		
D7128	B53D12	71	b	ou	6	6	ou	bou6	簿		數～，賬～		
D7129	B53D07	71	b	ou	6	6	ou	bou6	暴		～虐，躁～，忽也		
D7130	B53D04	71	b	ou	6	6	ou	bou6	哺		餵也，食也		
D7131	B53D03	71	b	ou	6	6	ou	bou6	捕		捉也，緝～		
D7132	B53E01	71	p	ou	1	1	ou	pou1	鋪		陳設		
D7133	B53E03	71	p	ou	2	2	ou	pou2	甫		始也，大也，美也		
D7134	B53E08	71	p	ou	2	2	ou	pou2	普		～遍，～及		
D7135	B53E10	71	p	ou	2	2	ou	pou2	譜		歌～，族～		
D7136	B53E05	71	p	ou	2	2	ou	pou2	浦		水邊，又地名		
D7137	B53E16	71	p	ou	3	3	ou	pou3	舖	舗	店～		
D7138	B53F03	71	p	ou	4	4	ou	pou4	袍		長衫		
D7139	B53F06	71	p	ou	4	4	ou	pou4	葡		～萄		
D7140	B53F07	71	p	ou	4	4	ou	pou4	蒲		菖～，水草名		
D7141	B53F05	71	p	ou	4	4	ou	pou4	菩		～薩，～提子		
D7142	B53F11	71	p	ou	5	5	ou	pou5	抱		懷～，持也		
D7143	B53F10	71	p	ou	5	5	ou	pou5	泡		水～		
D7144	B53G05	71	m	ou	4	4	ou	mou4	毛		皮～，羽～		
D7145	B53G10	71	m	ou	4	4	ou	mou4	無		有～		
D7146	B53G21	71	m	ou	4	4	ou	mou4	蕪		荒～		
D7147	B53G06	71	m	ou	4	4	ou	mou4	巫		南～		
D7148	B53G04	71	m	ou	4	4	ou	mou4	毋		不可		
D7149	B53G15	71	m	ou	4	4	ou	mou4	誣		～捏，惑也		
D7150	B53G23	71	m	ou	4	4	ou	mou4	謨		計謀		
D7151	B53G16	71	m	ou	4	4	ou	mou4	模		～範，～型		
D7152	B53G17	71	m	ou	4	4	ou	mou4	摹		～倣，傚也		
D7153	B53G26	71	m	ou	5	5	ou	mou5	武		文～，勇～		
D7154	B53G25	71	m	ou	5	5	ou	mou5	母		父～		
D7155	B53G28	71	m	ou	5	5	ou	mou5	姆		嬸～		
D7156	B53G24	71	m	ou	5	5	ou	mou5	冇		無也		
D7157	B53G42	71	m	ou	5	5	ou	mou5	鵡		鸚～		
D7158	B53G31	71	m	ou	5	5	ou	mou5	侮		～辱，侵～		
D7159	B53G36	71	m	ou	5	5	ou	mou5	舞		歌～，～弄		
D7160	B53G43	71	m	ou	6	6	ou	mou6	戊		天干名，如～己		
D7201	B53G47	72	m	ou	6	6	ou	mou6	冒		～險，～犯，假～		
D7202	B53G48	72	m	ou	6	6	ou	mou6	務		事～，又專也		
D7203	B53G55	72	m	ou	6	6	ou	mou6	募		～化，～捐，召～		
D7204	B53G60	72	m	ou	6	6	ou	mou6	暮		晚也，年～		
D7205	B53G59	72	m	ou	6	6	ou	mou6	墓		墳～		
D7206	B53G61	72	m	ou	6	6	ou	mou6	慕		愛～，思～		
D7207	B53G54	72	m	ou	6	6	ou	mou6	帽		戴～		
D7208	B53G62	72	m	ou	6	6	ou	mou6	霧		霞～		
D7209	B53H09	72		ou	3	3	ou	ou3	奧	奥	深～		
D7210	B53H12	72		ou	3	3	ou	ou3	澳		小灣也，又～洲		
D7211	B53H14	72		ou	3	3	ou	ou3	襖		棉～，綿衲		
D7212	B53H08	72		ou	3	3	ou	ou3	媪	媼	老女之稱		
D7213	B53H13	72		ou	3	3	ou	ou3	懊		惱～		
D7214	B53H10	72		ou	3	3	ou	ou3	塢		船～		
D7215	B53I01	72	h	ou	1	1	ou	hou1	蒿		蓬～，草名		
D7216	B53I05	72	h	ou	2	2	ou	hou2	好		美也，～醜		
D7217	B53I08	72	h	ou	3	3	ou	hou3	耗		損～，～費，又消息		
D7218	B53I09	72	h	ou	3	3	ou	hou3	犒		～賞		
D7219	B53J03	72	h	ou	4	4	ou	hou4	豪		～傑，～爽		
D7220	B53J01	72	h	ou	4	4	ou	hou4	毫		～元，銀～		
D7221	B53J07	72	h	ou	4	4	ou	hou4	壕		戰～		
D7222	B53J09	72	h	ou	4	4	ou	hou4	蠔		～豉，～油		
D7223	B53J06	72	h	ou	4	4	ou	hou4	濠		護城之河，又戰～		
D7224	B53J14	72	h	ou	6	6	ou	hou6	浩		盛也，大也		
D7225	B53J16	72	h	ou	6	6	ou	hou6	皓		白也		
D7226	B53J18	72	h	ou	6	6	ou	hou6	號		稱也，～令，～召		
D7227	B54A06	72	z	eoi	1	1	eoi	zeoi1	疽		癰～		
D7228	B54A07	72	z	eoi	1	1	eoi	zeoi1	追		～究，～趕，～隨		
D7229	B54A26	72	z	eoi	2	2	eoi	zeoi2	嘴		～唇，山～		
D7230	B54A21	72	z	eoi	2	2	eoi	zeoi2	咀		～唇，～嚼		
D7231	B54A28	72	z	eoi	2	2	eoi	zeoi2	齟		～齬，意見不合		
D7232	B54A30	72	z	eoi	3	3	eoi	zeoi3	最		極也		
D7233	B54A37	72	z	eoi	3	3	eoi	zeoi3	贅		累～		
D7234	B54A31	72	z	eoi	3	3	eoi	zeoi3	綴		連接也，又點～		
D7235	B54A35	72	z	eoi	3	3	eoi	zeoi3	醉		酒～		
D7236	B54B12	72	z	eoi	6	6	eoi	zeoi6	罪		～過，～犯		
D7237	B54B16	72	z	eoi	6	6	eoi	zeoi6	墜		落也		
D7238	B54B01	72	z	eoi	6	6	eoi	zeoi6	序		次～，秩～		
D7239	B54B03	72	z	eoi	6	6	eoi	zeoi6	叙	敍|敘	～會，～事		
D7240	B54B13	72	z	eoi	6	6	eoi	zeoi6	聚		～集，積～		
D7241	B54C01	72	c	eoi	1	1	eoi	ceoi1	吹		～風，～噓		
D7242	B54C02	72	c	eoi	1	1	eoi	ceoi1	炊		煮也		
D7243	B54C04	72	c	eoi	1	1	eoi	ceoi1	崔		姓～		
D7244	B54C08	72	c	eoi	1	1	eoi	ceoi1	摧		～殘，挫也		
D7245	B54C06	72	c	eoi	1	1	eoi	ceoi1	催		～逼，～促		
D7246	B54C14	72	c	eoi	1	1	eoi	ceoi1	趨		～向，～前		
D7247	B54C16	72	c	eoi	2	2	eoi	ceoi2	取		～捨		
D7248	B54C20	72	c	eoi	3	3	eoi	ceoi3	娶		嫁～		
D7249	B54C23	72	c	eoi	3	3	eoi	ceoi3	趣		～味，～致		
D7250	B54C22	72	c	eoi	3	3	eoi	ceoi3	翠		翡～，鳥名		
D7251	B54C19	72	c	eoi	3	3	eoi	ceoi3	脆		爽～，～弱		
D7301	B54D01	73	c	eoi	4	4	eoi	ceoi4	徐		慢也，又姓		
D7302	B54D02	73	c	eoi	4	4	eoi	ceoi4	除		消也，去也		
D7303	B54D07	73	c	eoi	4	4	eoi	ceoi4	隋		朝名		
D7304	B54D18	73	c	eoi	4	4	eoi	ceoi4	隨		從也，順也		
D7305	B54D09	73	c	eoi	4	4	eoi	ceoi4	搥		～打		
D7306	B54D16	73	c	eoi	4	4	eoi	ceoi4	錘		鐵～，秤～		
D7307	B54D21	73	c	eoi	4	4	eoi	ceoi4	鎚		鐵～，秤～	Y	
D7308	B54E01	73	n	eoi	5	5	eoi	neoi5	女		男～，子～		
D7309	B54F07	73	s	eoi	1	1	eoi	seoi1	須		用也，要也		
D7310	B54F11	73	s	eoi	1	1	eoi	seoi1	需		～用，又索也		
D7311	B54F03	73	s	eoi	1	1	eoi	seoi1	胥		助也，待也。～吏		
D7312	B54F09	73	s	eoi	1	1	eoi	seoi1	綏		安也		
D7313	B54F04	73	s	eoi	1	1	eoi	seoi1	衰		～弱，～微		
D7314	B54F18	73	s	eoi	1	1	eoi	seoi1	雖		語助詞，～然		
D7315	B54F21	73	s	eoi	2	2	eoi	seoi2	水		～火		
D7316	B54F23	73	s	eoi	2	2	eoi	seoi2	髓		骨～		
D7317	B54F29	73	s	eoi	3	3	eoi	seoi3	税	稅	租～，納～		
D7318	B54F26	73	s	eoi	3	3	eoi	seoi3	帥		將～，率也		
D7319	B54F33	73	s	eoi	3	3	eoi	seoi3	歲	歳	年～		
D7320	B54F32	73	s	eoi	3	3	eoi	seoi3	碎		破～，瑣～		
D7321	B54F35	73	s	eoi	3	3	eoi	seoi3	墅		田間小屋，又別～		
D7322	B54G07	73	s	eoi	4	4	eoi	seoi4	誰		何也		
D7323	B54G01	73	s	eoi	4	4	eoi	seoi4	垂		～下，將也		
D7324	B54G08	73	s	eoi	5	5	eoi	seoi5	絮		綿～，花～		
D7325	B54G10	73	s	eoi	5	5	eoi	seoi5	緒	緖	頭～，情～，又事業也		
D7326	B54G09	73	s	eoi	5	5	eoi	seoi5	墅		田間小屋，又別～		
D7327	B54G19	73	s	eoi	6	6	eoi	seoi6	萃		聚～		
D7328	B54G22	73	s	eoi	6	6	eoi	seoi6	遂		成也，就也		
D7329	B54G23	73	s	eoi	6	6	eoi	seoi6	瑞		祥也		
D7330	B54G32	73	s	eoi	6	6	eoi	seoi6	隧		～道		
D7331		73	s	eoi	6	6	eoi	seoi6	彗		～星		
D7332	B54G16	73	s	eoi	6	6	eoi	seoi6	悴		憔～		
D7333	B54G26	73	s	eoi	6	6	eoi	seoi6	睡		寢也，～覺		
D7334	B54G14	73	s	eoi	6	6	eoi	seoi6	祟		怪～，鬼～		
D7335	B54G28	73	s	eoi	6	6	eoi	seoi6	粹		純～，精～		
D7336	B54G37	73	s	eoi	6	6	eoi	seoi6	燧		取火之器具		
D7337	B54G36	73	s	eoi	6	6	eoi	seoi6	穗	穂	禾～		
D7338	B54H02	73	j	eoi	1	1	eoi	jeoi1	錐		針～		
D7339	B54I03	73	j	eoi	5	5	eoi	jeoi5	蕊		花～		
D7340	B54I02	73	j	eoi	5	5	eoi	jeoi5	餒		飢也，弱也		
D7341	B54I17	73	j	eoi	6	6	eoi	jeoi6	鋭	銳	利也，尖也		
D7342	B54I13	73	j	eoi	6	6	eoi	jeoi6	裔		後～		
D7343	B54J03	73	g	eoi	1	1	eoi	geoi1	居		～住，宅～		
D7344	B54J01	73	g	eoi	1	1	eoi	geoi1	車		～馬		
D7345	B54J20	73	g	eoi	2	2	eoi	geoi2	舉	擧	～起，～行，～薦		
D7346	B54J14	73	g	eoi	2	2	eoi	geoi2	矩		規～		
D7347	B54J24	73	g	eoi	3	3	eoi	geoi3	句		詞～，點～		
D7348	B54J26	73	g	eoi	3	3	eoi	geoi3	据		拮～，困厄也		
D7349	B54J31	73	g	eoi	3	3	eoi	geoi3	鋸		刀～		
D7350	B54J28	73	g	eoi	3	3	eoi	geoi3	踞		蹲～		
D7351	B54J30	73	g	eoi	3	3	eoi	geoi3	據		憑～，佔～		
D7352	B54J33	73	g	eoi	3	3	eoi	geoi3	遽		急～，即也		
D7353	B54K01	73	g	eoi	6	6	eoi	geoi6	巨		大也		
D7401	B54K02	74	g	eoi	6	6	eoi	geoi6	具		～備，器～		
D7402	B54K12	74	g	eoi	6	6	eoi	geoi6	詎		豈也		
D7403	B54K13	74	g	eoi	6	6	eoi	geoi6	鉅		大也		
D7404	B54K21	74	g	eoi	6	6	eoi	geoi6	懼		驚慌		
