# 資料庫版本: 2020-06-14
序號	頁碼	勘誤表頁碼	音節組	字頭	兼容字頭	讀音	聲調	讀音分類	讀音備註	釋義	字條校訂註	義項#	讀音#
619.0.02.0.11	584		tsò	糟		꜀tsò	陰平					1/1	1/1
619.0.03.0.11	584		tsò	遭		꜀tsò	陰平					1/1	1/1
619.0.04.0.11	584		tsò	早		꜂tsò	陰上					1/1	1/1
619.0.05.0.11	584		tsò	蚤		꜂tsò	陰上					1/1	1/1
619.0.06.0.11	584		tsò	祖		꜂tsò	陰上					1/1	1/1
619.0.07.0.11	584		tsò	組		꜂tsò	陰上					1/1	1/1
619.0.08.0.11	584		tsò	棗		꜂tsò	陰上					1/1	1/1
619.0.09.0.11	584		tsò	澡		꜂tsò	陰上					1/1	1/1
619.0.10.0.11	585		tsò	璪		꜂tsò	陰上					1/1	1/1
619.0.11.0.11	585		tsò	藻		꜂tsò	陰上					1/1	1/1
619.0.12.0.11	585		tsò	竈|灶		tsò꜄	陰去					1/1	1/1
619.0.13.0.11	585		tsò	做		tsò꜅	陽去					1/1	1/1
619.0.14.0.11	585		tsò	造		tsò꜅	陽去					1/1	1/1
619.0.15.0.11	585		tsò	皁|皂		tsò꜅	陽去					1/1	1/1
619.0.16.0.11	585		tsò	祚		tsò꜅	陽去					1/1	1/1
619.0.17.0.11	585		tsò	胙		tsò꜅	陽去					1/1	1/1
619.0.18.0.11	585		tsò	阼		tsò꜅	陽去					1/1	1/1
620.0.01.0.11	586		ts‘ò	操		꜀ts‘ò	陰平					1/1	1/1
620.0.02.0.11	586		ts‘ò	粗|麤		꜀ts‘ò	陰平					1/1	1/1
620.0.03.0.11	586		ts‘ò	徂		꜁ts‘ò	陽平					1/1	1/1
620.0.04.0.11	586		ts‘ò	殂		꜁ts‘ò	陽平					1/1	1/1
620.0.05.0.11	586		ts‘ò	曹		꜁ts‘ò	陽平					1/1	1/1
620.0.06.0.11	586		ts‘ò	嘈		꜁ts‘ò	陽平					1/1	1/1
620.0.07.0.11	586		ts‘ò	槽		꜁ts‘ò	陽平					1/1	1/1
620.0.08.0.11	586		ts‘ò	漕		꜁ts‘ò	陽平					1/1	1/1
620.0.09.0.11	586		ts‘ò	艚		꜁ts‘ò	陽平					1/1	1/1
620.0.10.0.11	587		ts‘ò	螬		꜁ts‘ò	陽平					1/1	1/1
620.0.11.0.11	587		ts‘ò	草|艸		꜂ts‘ò	陰上					1/1	1/1
620.0.12.0.11	587		ts‘ò	造		꜃ts‘ò	陽上					1/1	1/1
620.0.13.0.11	587		ts‘ò	造		ts‘ò꜄	陰去					1/1	1/1
620.0.14.0.11	587		ts‘ò	糙		ts‘ò꜄	陰去					1/1	1/1
620.0.15.0.11	587		ts‘ò	噪		ts‘ò꜄	陰去					1/1	1/1
620.0.16.0.11	587		ts‘ò	懆		ts‘ò꜄	陰去					1/1	1/1
620.0.17.0.11	587		ts‘ò	燥		ts‘ò꜄	陰去					1/1	1/1
620.0.18.0.11	587		ts‘ò	躁		ts‘ò꜄	陰去					1/1	1/1
620.0.19.0.11	587		ts‘ò	厝		ts‘ò꜄	陰去					1/1	1/1
620.0.20.0.11	587		ts‘ò	措		ts‘ò꜄	陰去			To cast away, to throw down, to place, to put in its place…		1/2	1/1
620.0.20.0.21	587		ts‘ò	措		ch‘ák꜆	陰入			To pursue after, to chase, to ferret out		2/2	1/1
620.0.21.0.11	588		ts‘ò	錯		ts‘ò꜄	陰去					1/1	1/1
620.0.22.0.11	588		ts‘ò	醋		ts‘ò꜄	陰去					1/1	1/1
620.0.22.1.11		728	ts‘ò	譟		ts‘ò꜄	陰去					1/1	1/1
621.0.01.0.11	588		tsoi	哉		꜀tsoi	陰平					1/1	1/1
621.0.02.0.11	588		tsoi	栽		꜀tsoi	陰平					1/1	1/1
621.0.03.0.11	588		tsoi	災|灾|烖		꜀tsoi	陰平					1/1	1/1
621.0.04.0.11	588		tsoi	宰		꜂tsoi	陰上					1/1	1/1
621.0.05.0.11	589		tsoi	載		꜂tsoi	陰上					1/1	1/1
621.0.06.0.11	589		tsoi	載		tsoi꜄	陰去					1/1	1/1
621.0.07.0.11	589		tsoi	再		tsoi꜄	陰去					1/1	1/1
621.0.08.0.11	589		tsoi	儎		tsoi꜅	陽去					1/1	1/1
621.0.09.0.11	589		tsoi	在		tsoi꜅	陽去					1/1	1/1
622.0.01.0.11	590		ts‘oi	啋		꜀ts‘oi	陰平			A colloquial word. An interjection of contempt, tush! Pish! To pish at…		1/2	1/1
622.0.01.0.21	590		ts‘oi	啋		꜀hiú	陰平			Agitated, not at ease; vulgar talk		2/2	1/1
622.0.02.0.11	590		ts‘oi	才		꜁ts‘oi	陽平					1/1	1/1
622.0.03.0.11	590		ts‘oi	材		꜁ts‘oi	陽平					1/1	1/1
622.0.04.0.11	590		ts‘oi	財		꜁ts‘oi	陽平					1/1	1/1
622.0.05.0.11	590		ts‘oi	裁		꜁ts‘oi	陽平					1/1	1/1
622.0.06.0.11	590		ts‘oi	纔		꜁ts‘oi	陽平			An adverb of time; near to, at hand, nearly reaching to; in a short time…		1/2	1/1
622.0.06.0.21	590		ts‘oi	纔		꜀shám	陰平			A reddish black color		2/2	1/1
622.0.07.0.11	590		ts‘oi	采		꜂ts‘oi	陰上					1/1	1/1
622.0.08.0.11	591		ts‘oi	採		꜂ts‘oi	陰上					1/1	1/1
622.0.09.0.11	591		ts‘oi	宷		꜂ts‘oi	陰上					1/1	1/1
622.0.10.0.11	591		ts‘oi	彩		꜂ts‘oi	陰上					1/1	1/1
622.0.11.0.11	591		ts‘oi	綵		꜂ts‘oi	陰上					1/1	1/1
622.0.12.0.11	591		ts‘oi	棌		꜂ts‘oi	陰上					1/1	1/1
622.0.13.0.11	591		ts‘oi	睬		꜂ts‘oi	陰上					1/1	1/1
622.0.14.0.11	591		ts‘oi	菜		ts‘oi꜄	陰去					1/1	1/1
622.0.15.0.11	591		ts‘oi	蔡		ts‘oi꜄	陰去					1/1	1/1
622.0.16.0.11	591		ts‘oi	塞		ts‘oi꜄	陰去					1/1	1/1
622.0.17.0.11	592		ts‘oi	賽		ts‘oi꜄	陰去					1/1	1/1
623.0.01.0.11	592		tsok	作		tsok꜆	陰入					1/1	1/1
623.0.02.0.11	592		tsok	昨		tsok꜇	陽入					1/1	1/1
623.0.03.0.11	592		tsok	怍		tsok꜇	陽入					1/1	1/1
623.0.04.0.11	592		tsok	柞		tsok꜇	陽入					1/1	1/1
623.0.05.0.11	592		tsok	酢		tsok꜇	陽入					1/1	1/1
623.0.06.0.11	592		tsok	鑿		tsok꜇	陽入					1/1	1/1
624.0.01.0.11	592		ts‘ok	錯		ts‘ok꜆	陰入					1/1	1/1
625.0.01.0.11	593		tsong	臧		꜀tsong	陰平					1/1	1/1
625.0.02.0.11	593		tsong	贓|賍		꜀tsong	陰平					1/1	1/1
625.0.03.0.11	593		tsong	牂		꜀tsong	陰平					1/1	1/1
625.0.04.0.11	593		tsong	葬|塟		tsong꜄	陰去					1/1	1/1
625.0.05.0.11	593		tsong	臟		tsong꜅	陽去					1/1	1/1
625.0.06.0.11	593		tsong	藏		tsong꜅	陽去					1/1	1/1
626.0.01.0.11	593		ts‘ong	倉		꜀ts‘ong	陰平					1/1	1/1
626.0.02.0.11	593		ts‘ong	蒼		꜀ts‘ong	陰平					1/1	1/1
626.0.03.0.11	593		ts‘ong	滄		꜀ts‘ong	陰平					1/1	1/1
626.0.04.0.11	593		ts‘ong	瑲		꜀ts‘ong	陰平					1/1	1/1
626.0.05.0.11	594		ts‘ong	艙		꜀ts‘ong	陰平					1/1	1/1
626.0.06.0.11	594		ts‘ong	鯧|䱽		꜀ts‘ong	陰平					1/1	1/1
626.0.07.0.11	594		ts‘ong	鶬		꜀ts‘ong	陰平					1/1	1/1
626.0.08.0.11	594		ts‘ong	藏		꜁ts‘ong	陽平					1/1	1/1
627.0.01.0.11	594		tsü	且		꜀tsü	陰平					1/1	1/1
627.0.02.0.11	594		tsü	疽		꜀tsü	陰平					1/1	1/1
627.0.03.0.11	594		tsü	睢		꜀tsü	陰平					1/1	1/1
627.0.04.0.11	594		tsü	苴		꜀tsü	陰平					1/1	1/1
627.0.05.0.11	594		tsü	菹		꜀tsü	陰平					1/1	1/1
627.0.06.0.11	594		tsü	趄		꜀tsü	陰平					1/1	1/1
627.0.07.0.11	594		tsü	沮		꜀tsü	陰平					1/1	1/1
627.0.08.0.11	594		tsü	沮		꜂tsü	陰上					1/1	1/1
627.0.09.0.11	595		tsü	咀		꜂tsü	陰上					1/1	1/1
627.0.10.0.11	595		tsü	齟		꜂tsü	陰上					1/1	1/1
627.0.11.0.11	595		tsü	序		tsü꜅	陽去					1/1	1/1
627.0.12.0.11	595		tsü	敍|叙		tsü꜅	陽去					1/1	1/1
627.0.13.0.11	595		tsü	聚		tsü꜅	陽去					1/1	1/1
627.0.14.0.11	595		tsü	藇		tsü꜅	陽去			Good, agreeable, pleasant, as liquor		1/2	1/1
627.0.14.0.21	595		tsü	藇		꜁ü	陽平			Name of a fragrant plant		2/2	1/1
627.0.15.0.11	595		tsü	鱮		tsü꜅	陽去					1/1	1/1
628.0.01.0.11	595		ts‘ü	趨|趋		꜀ts‘ü	陰平			To hasten to one's place, to stride off, as in superior's presence		1/1	1/1
628.0.02.0.11	595		ts‘ü	蛆		꜀ts‘ü	陰平			Maggots in putrid flesh; flyblows, eggs of flies…		1/2	1/1
628.0.02.0.21	595		ts‘ü	蛆		꜀tsü	陰平			A millipede; [tsik꜆ ꜀tsü], a centipede		2/2	1/1
628.0.03.0.11	595		ts‘ü	徐		꜁ts‘ü	陽平					1/1	1/1
628.0.04.0.11	595		ts‘ü	取		꜂ts‘ü	陰上					1/1	1/1
628.0.05.0.11	596		ts‘ü	娶		ts‘ü꜄	陰去					1/1	1/1
628.0.06.0.11	596		ts‘ü	趣		ts‘ü꜄	陰去					1/1	1/1
628.0.07.0.11	596		ts‘ü	覰		ts‘ü꜄	陰去					1/1	1/1
628.0.08.0.11	596		ts‘ü	蜡		ts‘ü꜄	陰去			Used as a form of 臘 and 蠟 [láp꜇], dried meats and beeswax…		1/2	1/1
628.0.08.0.21	596		ts‘ü	蜡		chá꜄	陰去			The sacraifice made at the winter solstice, when the cold binds everything close		2/2	1/1
629.0.01.0.11	596		tsui	嘴		꜂tsui	陰上					1/1	1/1
629.0.02.0.11	597		tsui	醉		tsui꜄	陰去					1/1	1/1
629.0.03.0.11	597		tsui	最		tsui꜄	陰去					1/1	1/1
630.0.01.0.11	597		ts‘ui	隨		꜁ts‘ui	陽平					1/1	1/1
630.0.02.0.11	597		ts‘ui	隋		꜁ts‘ui	陽平					1/1	1/1
630.0.03.0.11	597		ts‘ui	翠		ts‘ui꜄	陰去					1/1	1/1
630.0.04.0.11	597		ts‘ui	毳		ts‘ui꜄	陰去					1/1	1/1
630.0.05.0.11	597		ts‘ui	脃|脆		ts‘ui꜄	陰去					1/1	1/1
631.0.01.0.11	598		tsúi	罪|辠		tsúi꜅	陽去					1/1	1/1
632.0.01.0.11	598		ts‘úi	崔		꜀ts‘úi	陰平					1/1	1/1
632.0.02.0.11	598		ts‘úi	催		꜀ts‘úi	陰平					1/1	1/1
632.0.03.0.11	598		ts‘úi	璀		꜀ts‘úi	陰平					1/1	1/1
632.0.04.0.11	598		ts‘úi	衰|縗		꜀ts‘úi	陰平					1/1	1/1
632.0.05.0.11	598		ts‘úi	摧		꜁ts‘úi	陽平					1/1	1/1
632.0.06.0.11	598		ts‘úi	㴶		꜁ts‘úi	陽平					1/1	1/1
633.0.01.0.11	598		tsuk	足		tsuk꜆	陰入			The leg, the foot; enough, sufficient; full, satiated, no deficiency…		1/2	1/1
633.0.01.0.21	598		tsuk	足		tsü꜅	陽去			To act respectfully in order to flatter one; …		2/2	1/1
633.0.02.0.11	599		tsuk	俗		tsuk꜇	陽入					1/1	1/1
633.0.03.0.11	599		tsuk	族		tsuk꜇	陽入					1/1	1/1
633.0.04.0.11	599		tsuk	蔟|簇		tsuk꜇	陽入					1/1	1/2
633.0.04.0.12	599		tsuk	蔟|簇		ts‘au꜄	陰去	ALSO_PRO				1/1	2/2
633.0.05.0.11	599		tsuk	鏃		tsuk꜇	陽入					1/1	1/1
633.0.06.0.11	599		tsuk	鷟		tsuk꜇	陽入					1/1	1/1
633.0.07.0.11	599		tsuk	續		tsuk꜇	陽入					1/1	1/1
633.0.08.0.11	599		tsuk	藚		tsuk꜇	陽入					1/1	1/1
634.0.01.0.11	600		ts‘uk	速		ts‘uk꜆	陰入					1/1	1/1
634.0.02.0.11	600		ts‘uk	餗		ts‘uk꜆	陰入					1/1	1/1
634.0.03.0.11	600		ts‘uk	觫		ts‘uk꜆	陰入					1/1	1/1
634.0.04.0.11	600		ts‘uk	𣙙	樕	ts‘uk꜆	陰入					1/1	1/1
634.0.05.0.11	600		ts‘uk	𫂙	簌	ts‘uk꜆	陰入					1/1	1/1
634.0.06.0.11	600		ts‘uk	蔌		ts‘uk꜆	陰入					1/1	1/1
634.0.07.0.11	600		ts‘uk	遬		ts‘uk꜆	陰入					1/1	1/1
634.0.08.0.11	600		ts‘uk	蹙		ts‘uk꜆	陰入					1/1	1/1
634.0.09.0.11	600		ts‘uk	顣		ts‘uk꜆	陰入					1/1	1/1
634.0.10.0.11	600		ts‘uk	蹴		ts‘uk꜆	陰入					1/1	1/1
634.0.11.0.11	600		ts‘uk	促		ts‘uk꜆	陰入					1/1	1/1
635.0.01.0.11	600		tsun	津		꜀tsun	陰平					1/1	1/1
635.0.02.0.11	600		tsun	樽|罇|尊		꜀tsun	陰平					1/1	1/1
635.0.03.0.11	601		tsun	遵		꜀tsun	陰平					1/1	1/1
635.0.04.0.11	601		tsun	榛		꜀tsun	陰平					1/1	1/1
635.0.05.0.11	601		tsun	溱		꜀tsun	陰平					1/1	1/1
635.0.06.0.11	601		tsun	臻		꜀tsun	陰平					1/1	1/1
635.0.07.0.11	601		tsun	蓁		꜀tsun	陰平					1/1	1/1
635.0.08.0.11	601		tsun	儘		꜂tsun	陰上					1/1	1/1
635.0.09.0.11	601		tsun	燼		꜂tsun	陰上					1/1	1/1
635.0.10.0.11	601		tsun	藎		꜂tsun	陰上					1/1	1/1
635.0.11.0.11	601		tsun	贐		꜂tsun	陰上					1/1	1/1
635.0.12.0.11	601		tsun	進		tsun꜄	陰去					1/1	1/1
635.0.13.0.11	601		tsun	鐫		tsun꜄	陰去					1/1	1/1
635.0.14.0.11	602		tsun	雋		tsun꜄	陰去			Fat, fleshy, as a bird in season; fat flesh; racy, pleasant discourse		1/2	1/1
635.0.14.0.21	602		tsun	雋		tsui꜄	陰去			A hero		2/2	1/1
635.0.15.0.11	602		tsun	儁		tsun꜄	陰去					1/1	1/1
635.0.16.0.11	602		tsun	俊		tsun꜄	陰去					1/1	1/1
635.0.17.0.11	602		tsun	峻		tsun꜄	陰去					1/1	1/1
635.0.18.0.11	602		tsun	浚|濬		tsun꜄	陰去					1/1	1/1
635.0.19.0.11	602		tsun	睃		tsun꜄	陰去					1/1	1/1
635.0.20.0.11	602		tsun	畯		tsun꜄	陰去					1/1	1/1
635.0.21.0.11	602		tsun	竣		tsun꜄	陰去					1/1	1/1
635.0.22.0.11	602		tsun	駿		tsun꜄	陰去					1/1	1/1
635.0.23.0.11	602		tsun	脧		tsun꜄	陰去					1/1	1/1
635.0.24.0.11	602		tsun	餕		tsun꜄	陰去					1/1	1/1
635.0.25.0.11	602		tsun	晉|晋		tsun꜄	陰去					1/1	1/1
635.0.26.0.11	602		tsun	搢		tsun꜄	陰去					1/1	1/1
635.0.27.0.11	602		tsun	縉		tsun꜄	陰去					1/1	1/1
635.0.28.0.11	602		tsun	瑨		tsun꜄	陰去					1/1	1/1
635.0.29.0.11	602		tsun	盡|尽		tsun꜅	陽去					1/1	1/1
636.0.01.0.11	603		ts‘un	循		꜁ts‘un	陽平					1/1	1/1
636.0.02.0.11	603		ts‘un	揗		꜁ts‘un	陽平					1/1	1/1
636.0.03.0.11	603		ts‘un	廵|巡		꜁ts‘un	陽平					1/1	1/1
636.0.04.0.11	603		ts‘un	紃		꜁ts‘un	陽平					1/1	1/1
636.0.05.0.11	603		ts‘un	馴		꜁ts‘un	陽平					1/1	1/1
636.0.06.0.11	603		ts‘un	秦		꜁ts‘un	陽平					1/1	1/1
636.0.07.0.11	604		ts‘un	螓		꜁ts‘un	陽平					1/1	1/1
636.0.08.0.11	604		ts‘un	旬		꜁ts‘un	陽平					1/1	1/1
637.0.01.0.11	604		tsün	尊		꜀tsün	陰平					1/1	1/1
637.0.02.0.11	604		tsün	纘		꜂tsün	陰上					1/1	1/1
637.0.03.0.11	604		tsün	纂|藄		꜂tsün	陰上					1/1	1/1
637.0.04.0.11	604		tsün	鑽|鑚		tsün꜄	陰去					1/1	1/1
638.0.01.0.11	604		ts‘ün	村|邨		꜀ts‘ün	陰平					1/1	1/1
638.0.02.0.11	604		ts‘ün	全		꜁ts‘ün	陽平					1/1	1/1
638.0.03.0.11	605		ts‘ün	拴		꜁ts‘ün	陽平					1/1	1/1
638.0.04.0.11	605		ts‘ün	痊		꜁ts‘ün	陽平					1/1	1/1
638.0.05.0.11	605		ts‘ün	筌		꜁ts‘ün	陽平					1/1	1/1
638.0.06.0.11	605		ts‘ün	詮		꜁ts‘ün	陽平					1/1	1/1
638.0.07.0.11	605		ts‘ün	跧		꜁ts‘ün	陽平					1/1	1/1
638.0.08.0.11	605		ts‘ün	銓		꜁ts‘ün	陽平					1/1	1/1
638.0.09.0.11	605		ts‘ün	攅	攢	꜁ts‘ün	陽平					1/1	1/1
638.0.10.0.11	605		ts‘ün	泉		꜁ts‘ün	陽平					1/1	1/1
638.0.11.0.11	605		ts‘ün	存		꜁ts‘ün	陽平					1/1	1/1
638.0.12.0.11	605		ts‘ün	蹲		꜁ts‘ün	陽平					1/1	1/1
638.0.13.0.11	605		ts‘ün	忖		꜂ts‘ün	陰上					1/1	1/1
638.0.14.0.11	605		ts‘ün	爨		꜂ts‘ün	陰上					1/1	1/1
638.0.15.0.11	605		ts‘ün	鱒		꜃ts‘ün	陽上					1/1	1/1
638.0.16.0.11	605		ts‘ün	噂		꜃ts‘ün	陽上					1/1	1/1
638.0.17.0.11	606		ts‘ün	寸		ts‘ün꜄	陰去					1/1	1/1
639.0.01.0.11	606		tsung	宗		꜀tsung	陰平					1/1	1/1
639.0.02.0.11	606		tsung	悰		꜀tsung	陰平					1/1	1/1
639.0.03.0.11	606		tsung	棕|椶		꜀tsung	陰平					1/1	1/1
639.0.04.0.11	606		tsung	淙		꜀tsung	陰平					1/1	1/1
639.0.05.0.11	606		tsung	琮		꜀tsung	陰平					1/1	1/1
639.0.06.0.11	606		tsung	綜		꜀tsung	陰平					1/1	1/1
639.0.07.0.11	606		tsung	踪|蹤		꜀tsung	陰平					1/1	1/1
639.0.08.0.11	606		tsung	縱		꜀tsung	陰平					1/1	1/1
639.0.09.0.11	607		tsung	鬃		꜀tsung	陰平					1/1	1/1
639.0.10.0.11	607		tsung	豵		꜀tsung	陰平					1/1	1/1
639.0.11.0.11	607		tsung	鬷		꜀tsung	陰平					1/1	1/1
639.0.12.0.11	607		tsung	樅		꜀tsung	陰平					1/1	1/1
639.0.13.0.11	607		tsung	粽|糉		꜂tsung	陰上					1/1	1/1
639.0.14.0.11	607		tsung	總|搃		꜂tsung	陰上					1/1	1/1
639.0.15.0.11	607		tsung	縱		tsung꜄	陰去					1/1	1/1
639.0.16.0.11	607		tsung	訟		tsung꜅	陽去					1/1	1/1
639.0.17.0.11	608		tsung	誦		tsung꜅	陽去					1/1	1/1
639.0.18.0.11	608		tsung	頌		tsung꜅	陽去					1/1	1/1
639.0.19.0.11	608		tsung	從		tsung꜅	陽去					1/1	1/1
640.0.01.0.11	608		ts‘ung	聰|聦		꜀ts‘ung	陰平					1/1	1/1
640.0.02.0.11	608		ts‘ung	悤		꜀ts‘ung	陰平					1/1	1/1
640.0.03.0.11	608		ts‘ung	𤧚		꜀ts‘ung	陰平					1/1	1/1
640.0.04.0.11	608		ts‘ung	騘		꜀ts‘ung	陰平					1/1	1/1
640.0.05.0.11	608		ts‘ung	葱		꜀ts‘ung	陰平					1/1	1/1
640.0.06.0.11	608		ts‘ung	從		꜁ts‘ung	陽平					1/1	1/1
640.0.07.0.11	609		ts‘ung	松		꜁ts‘ung	陽平					1/1	1/1
640.0.08.0.11	609		ts‘ung	淞		꜁ts‘ung	陽平					1/1	1/1
640.0.09.0.11	609		ts‘ung	叢		꜁ts‘ung	陽平					1/1	1/1
640.0.10.0.11	609		ts‘ung	潨		꜁ts‘ung	陽平					1/1	1/1
641.0.01.0.11	609		tsut	卒		tsut꜆	陰入					1/1	1/1
641.0.02.0.11	609		tsut	蟀		tsut꜆	陰入					1/1	1/1
642.0.01.0.11	609		tsüt	啐		tsüt꜆	陰入					1/1	1/1
642.0.02.0.11	609		tsüt	絕		tsüt꜇	陽入					1/1	1/1
643.0.01.0.11	610		ts‘üt	撮		ts‘üt꜆	陰入					1/1	1/1
643.0.02.0.11	610		ts‘üt	蕝|蕞		ts‘üt꜆	陰入					1/1	1/1
643.0.03.0.11	610		ts‘üt	卒		ts‘üt꜆	陰入					1/1	1/1
643.0.04.0.11	610		ts‘üt	猝		ts‘üt꜆	陰入					1/1	1/1
643.0.05.0.11	610		ts‘üt	捽		ts‘üt꜆	陰入					1/1	1/1
644.0.01.0.11	610		tsz’	茲|兹		꜀tsz’	陰平					1/1	1/1
644.0.02.0.11	610		tsz’	滋		꜀tsz’	陰平					1/1	1/1
644.0.03.0.11	610		tsz’	蛓|螆		꜀tsz’	陰平					1/1	1/1
644.0.04.0.11	610		tsz’	鎡		꜀tsz’	陰平					1/1	1/1
644.0.05.0.11	611		tsz’	孳		꜀tsz’	陰平					1/1	1/1
644.0.06.0.11	611		tsz’	孜		꜀tsz’	陰平					1/1	1/1
644.0.07.0.11	611		tsz’	胾		꜀tsz’	陰平					1/1	1/1
644.0.08.0.11	611		tsz’	淄		꜀tsz’	陰平					1/1	1/1
644.0.09.0.11	611		tsz’	緇		꜀tsz’	陰平					1/1	1/1
644.0.10.0.11	611		tsz’	甾|菑		꜀tsz’	陰平					1/1	1/1
644.0.11.0.11	611		tsz’	輜		꜀tsz’	陰平					1/1	1/1
644.0.12.0.11	611		tsz’	錙		꜀tsz’	陰平					1/1	1/1
644.0.13.0.11	611		tsz’	貲		꜀tsz’	陰平					1/1	1/1
644.0.14.0.11	611		tsz’	資		꜀tsz’	陰平					1/1	1/1
644.0.15.0.11	611		tsz’	漬		꜀tsz’	陰平					1/1	1/2
644.0.15.0.12	611		tsz’	漬		tsik꜆	陰入	USUALLY_PRO				1/1	2/2
644.0.16.0.11	611		tsz’	咨		꜀tsz’	陰平					1/1	1/1
644.0.17.0.11	611		tsz’	諮		꜀tsz’	陰平					1/1	1/1
644.0.18.0.11	612		tsz’	姿		꜀tsz’	陰平					1/1	1/1
644.0.19.0.11	612		tsz’	粢		꜀tsz’	陰平					1/1	1/1
644.0.20.0.11	612		tsz’	趑		꜀tsz’	陰平					1/1	1/1
644.0.21.0.11	612		tsz’	觜		꜀tsz’	陰平			The 21st zodiacal constellation, consisting of λ and 2π in Orion's head		1/2	1/1
644.0.21.0.21	612		tsz’	觜		꜀tsui	陰平			The horns of an owl; the curved corners of a root or ridgepole…		2/2	1/1
644.0.22.0.11	612		tsz’	髭		꜀tsz’	陰平					1/1	1/1
644.0.23.0.11	612		tsz’	鼒		꜀tsz’	陰平					1/1	1/1
644.0.24.0.11	612		tsz’	子		꜂tsz’	陰上					1/1	1/1
644.0.25.0.11	612		tsz’	仔		꜂tsz’	陰上					1/1	1/1
644.0.26.0.11	612		tsz’	耔		꜂tsz’	陰上					1/1	1/1
644.0.27.0.11	612		tsz’	梓		꜂tsz’	陰上					1/1	1/1
644.0.28.0.11	613		tsz’	滓		꜂tsz’	陰上					1/1	1/1
644.0.29.0.11	613		tsz’	姊		꜂tsz’	陰上					1/1	1/1
644.0.30.0.11	613		tsz’	泲		꜂tsz’	陰上					1/1	1/1
644.0.31.0.11	613		tsz’	秭		꜂tsz’	陰上					1/1	1/1
644.0.32.0.11	613		tsz’	胏		꜂tsz’	陰上					1/1	1/1
644.0.33.0.11	613		tsz’	呰		꜂tsz’	陰上					1/1	1/1
644.0.34.0.11	613		tsz’	紫		꜂tsz’	陰上					1/1	1/1
644.0.35.0.11	613		tsz’	自		tsz’꜅	陽去					1/1	1/1
644.0.36.0.11	613		tsz’	字		tsz’꜅	陽去					1/1	1/1
644.0.37.0.11	614		tsz’	牸		tsz’꜅	陽去					1/1	1/1
644.0.38.0.11	614		tsz’	俟|竢		tsz’꜅	陽去					1/1	1/1
644.0.39.0.11	614		tsz’	涘		tsz’꜅	陽去					1/1	1/1
644.0.40.0.11	614		tsz’	伺		tsz’꜅	陽去					1/1	1/1
644.0.41.0.11	614		tsz’	嗣		tsz’꜅	陽去					1/1	1/1
644.0.42.0.11	614		tsz’	笥		tsz’꜅	陽去					1/1	1/1
644.0.43.0.11	614		tsz’	飤|飼		tsz’꜅	陽去					1/1	1/1
644.0.44.0.11	614		tsz’	食		tsz’꜅	陽去					1/1	1/1
644.0.45.0.11	614		tsz’	巳		tsz’꜅	陽去					1/1	1/1
644.0.46.0.11	614		tsz’	祀		tsz’꜅	陽去					1/1	1/1
644.0.47.0.11	614		tsz’	耜		tsz’꜅	陽去					1/1	1/1
644.0.48.0.11	614		tsz’	寺		tsz’꜅	陽去					1/1	1/1
644.0.49.0.11	614		tsz’	䦙		tsz’꜅	陽去					1/1	1/1
645.0.01.0.11	615		ts‘z’	雌		꜀ts‘z’	陰平					1/1	1/1
645.0.02.0.11	615		ts‘z’	差		꜀ts‘z’	陰平					1/1	1/1
645.0.03.0.11	615		ts‘z’	訾		꜀ts‘z’	陰平					1/1	1/1
645.0.04.0.11	615		ts‘z’	疵		꜁ts‘z’	陽平					1/1	1/1
645.0.05.0.11	615		ts‘z’	祠		꜁ts‘z’	陽平					1/1	1/1
645.0.06.0.11	615		ts‘z’	詞		꜁ts‘z’	陽平					1/1	1/1
645.0.07.0.11	615		ts‘z’	辭|辞		꜁ts‘z’	陽平					1/1	1/1
645.0.08.0.11	615		ts‘z’	慈		꜁ts‘z’	陽平					1/1	1/1
645.0.09.0.11	615		ts‘z’	磁		꜁ts‘z’	陽平					1/1	1/1
645.0.10.0.11	616		ts‘z’	鷀		꜁ts‘z’	陽平					1/1	1/1
645.0.11.0.11	616		ts‘z’	臍		꜁ts‘z’	陽平					1/1	1/1
645.0.12.0.11	616		ts‘z’	茨		꜁ts‘z’	陽平					1/1	1/1
645.0.13.0.11	616		ts‘z’	餈		꜁ts‘z’	陽平					1/1	1/1
645.0.14.0.11	616		ts‘z’	杮		꜁ts‘z’	陽平					1/1	1/1
645.0.15.0.11	616		ts‘z’	此		꜂ts‘z’	陰上					1/1	1/1
645.0.16.0.11	616		ts‘z’	佌		꜂ts‘z’	陰上					1/1	1/1
645.0.17.0.11	616		ts‘z’	似		꜃ts‘z’	陽上					1/1	1/1
645.0.18.0.11	616		ts‘z’	姒		꜃ts‘z’	陽上					1/1	1/1
645.0.19.0.11	616		ts‘z’	汜		꜃ts‘z’	陽上					1/1	1/1
645.0.20.0.11	616		ts‘z’	次		ts‘z’꜄	陰去					1/1	1/1
645.0.21.0.11	616		ts‘z’	佽		ts‘z’꜄	陰去					1/1	1/1
645.0.22.0.11	617		ts‘z’	恣		ts‘z’꜄	陰去					1/1	1/1
645.0.23.0.11	617		ts‘z’	眥		ts‘z’꜄	陰去					1/1	1/1
645.0.24.0.11	617		ts‘z’	骴		ts‘z’꜄	陰去					1/1	1/1
645.0.25.0.11	617		ts‘z’	朿		ts‘z’꜄	陰去					1/1	1/1
