# 資料庫版本: 2021-08-01
編號	頁	字碼	字	(輔助檢索用異體)	異讀分類	欄位	義項	讀音類型	說明	粵拼讀音	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	增補讀音	經校訂修正	校訂註
4419	195	3765	誌			廣州話讀音欄		建議讀音		zi3	z	i	3	3			
4420	195	3766	語		8.01.1 (225頁)	廣州話讀音欄	1	建議讀音	語言	jyu5	j	yu	5	5			
4421	195	3766	語		8.01.1 (225頁)	廣州話讀音欄	2	建議讀音	不以語人	jyu6	j	yu	6	6			
4422	195	3767	誣			廣州話讀音欄		建議讀音		mou4	m	ou	4	4			
4423	195	3768	認		2.29.2 (78頁)	廣州話讀音欄		建議讀音		jing6	j	ing	6	6			
4424	195	3769	誡			廣州話讀音欄		建議讀音		gaai3	g	aai	3	3			
4425	195	3770	誓			廣州話讀音欄		建議讀音		sai6	s	ai	6	6			
4426	195	3771	誤			廣州話讀音欄		建議讀音		ng6		ng	6	6			
4427	195	3772	誥			廣州話讀音欄		建議讀音		gou3	g	ou	3	3			
4428	195	3773	誨			廣州話讀音欄		建議讀音		fui3	f	ui	3	3			
4429	195	3774	誘			廣州話讀音欄		建議讀音		jau5	j	au	5	5			
4430	196	3775	誑		5.50 (159頁)	廣州話讀音欄		建議讀音		kwong4	kw	ong	4	4		Y	《異讀》將建議讀音和備註讀音互調，今從《讀音表》及直音
4431	196	3775	誑		5.50 (159頁)	備註欄		又		kong4	k	ong	4	4			
4432	196	3776	誼		3.19.2 (131頁)	廣州話讀音欄		建議讀音		ji4	j	i	4	4			
4433	196	3776	誼		3.19.2 (131頁)	備註欄		又		ji6	j	i	6	6			
4434	196	3777	諒		8.02.1 (291頁)	廣州話讀音欄		建議讀音		loeng6	l	oeng	6	6			
4435	196	3778	談			廣州話讀音欄		建議讀音		taam4	t	aam	4	4			
4436	196	3779	諄			廣州話讀音欄		建議讀音		zeon1	z	eon	1	1			
4437	196	3780	請		2.43.3 (89頁)	廣州話讀音欄		建議讀音		cing2	c	ing	2	2			
4438	196	3781	諸			廣州話讀音欄		建議讀音		zyu1	z	yu	1	1			
4439	196	3782	課			廣州話讀音欄		建議讀音		fo3	f	o	3	3			
4440	196	3783	誕	𧩙		廣州話讀音欄		建議讀音		daan3	d	aan	3	3			
4441	196	3784	諉			廣州話讀音欄		建議讀音		wai2	w	ai	2	2			
4442	196	3785	諂			廣州話讀音欄		建議讀音		cim2	c	im	2	2			
4443	196	3786	調		8.01.1 (226頁)	廣州話讀音欄	1	建議讀音	調和	tiu4	t	iu	4	4			
4444	196	3786	調		8.01.1 (226頁)	廣州話讀音欄	2	建議讀音	腔調	diu6	d	iu	6	6			
4445	196	3787	誰			廣州話讀音欄		建議讀音		seoi4	s	eoi	4	4			
4446	196	3788	論		8.02.2 (328頁)	廣州話讀音欄		建議讀音		leon6	l	eon	6	6			
4447	196	3788	論		8.02.2 (328頁)	備註欄			論語又讀	leon4	l	eon	4	4			
4448	196	3789	諍		6.10 (167頁); 8.02.1 (291頁)	廣州話讀音欄		建議讀音		zang3	z	ang	3	3			
4449	196	3790	諦			廣州話讀音欄		建議讀音		dai3	d	ai	3	3			
4450	196	3791	諺			廣州話讀音欄		建議讀音		jin6	j	in	6	6			
4451	196	3792	諮			廣州話讀音欄		建議讀音		zi1	z	i	1	1			
4452	196	3793	諱			廣州話讀音欄		建議讀音		wai5	w	ai	5	5			
4453	196	3794	謀			廣州話讀音欄		建議讀音		mau4	m	au	4	4			
4454	196	3795	諜			廣州話讀音欄		建議讀音		dip6	d	ip	6	9			
4455	196	3796	諫	諌		廣州話讀音欄		建議讀音		gaan3	g	aan	3	3			
4456	196	3797	諧			廣州話讀音欄		建議讀音		haai4	h	aai	4	4			
4457	196	3798	諾			廣州話讀音欄		建議讀音		nok6	n	ok	6	9			
4458	197	3799	謁			廣州話讀音欄		建議讀音		jit3	j	it	3	8			
4459	197	3800	謂			廣州話讀音欄		建議讀音		wai6	w	ai	6	6			
4460	197	3801	諷			廣州話讀音欄		建議讀音		fung3	f	ung	3	3			
4461	197	3802	諭			廣州話讀音欄		建議讀音		jyu6	j	yu	6	6			
4462	197	3803	謎		3.19.1 (130頁)	廣州話讀音欄		建議讀音		mai4	m	ai	4	4			
4463	197	3804	謗			廣州話讀音欄		建議讀音		pong3	p	ong	3	3			
4464	197	3805	謙			廣州話讀音欄		建議讀音		him1	h	im	1	1			
4465	197	3806	講			廣州話讀音欄		建議讀音		gong2	g	ong	2	2			
4466	197	3807	謊		3.01.2 (100頁)	廣州話讀音欄		建議讀音		fong1	f	ong	1	1			
4467	197	3808	謠	謡		廣州話讀音欄		建議讀音		jiu4	j	iu	4	4			
4468	197	3809	謝			廣州話讀音欄		建議讀音		ze6	z	e	6	6			
4469	197	3810	謄			廣州話讀音欄		建議讀音		tang4	t	ang	4	4			
4470	197	3811	謨			廣州話讀音欄		建議讀音		mou4	m	ou	4	4			
4471	197	3812	謹			廣州話讀音欄		建議讀音		gan2	g	an	2	2			
4472	197	3813	謬			廣州話讀音欄		建議讀音		mau6	m	au	6	6			
4473	197	3814	譜			廣州話讀音欄		建議讀音		pou2	p	ou	2	2			
4474	197	3815	識			廣州話讀音欄		建議讀音		sik1	s	ik	1	7			
4475	197	3815	識			備註欄		古	博聞強識	zi3	z	i	3	3			
4476	197	3816	譁			廣州話讀音欄		建議讀音		waa1	w	aa	1	1			
4477	197	3817	證			廣州話讀音欄		建議讀音		zing3	z	ing	3	3			
4478	197	3818	譚			廣州話讀音欄		建議讀音		taam4	t	aam	4	4			
4479	197	3819	譎		7.36 (185頁)	廣州話讀音欄		建議讀音		kyut3	k	yut	3	8			
4480	197	3820	譏			廣州話讀音欄		建議讀音		gei1	g	ei	1	1			
4481	197	3821	議			廣州話讀音欄		建議讀音		ji5	j	i	5	5			
4482	197	3822	譬			廣州話讀音欄		建議讀音		pei3	p	ei	3	3			
4483	197	3823	警			廣州話讀音欄		建議讀音		ging2	g	ing	2	2			
4484	198	3824	譯			廣州話讀音欄		建議讀音		jik6	j	ik	6	9			
4485	198	3825	護	䕶		廣州話讀音欄		建議讀音		wu6	w	u	6	6			
4486	198	3826	譴			廣州話讀音欄		建議讀音		hin2	h	in	2	2			
4487	198	3827	譽			廣州話讀音欄		建議讀音		jyu6	j	yu	6	6			
4488	198	3828	讀			廣州話讀音欄	1	建議讀音	閱讀	duk6	d	uk	6	9			
4489	198	3828	讀			廣州話讀音欄	2	建議讀音	句讀	dau6	d	au	6	6			
4490	198	3829	變			廣州話讀音欄		建議讀音		bin3	b	in	3	3			
4491	198	3830	讓			廣州話讀音欄		建議讀音		joeng6	j	oeng	6	6			
4492	198	3831	讒			廣州話讀音欄		建議讀音		caam4	c	aam	4	4			
4493	198	3832	讖			廣州話讀音欄		建議讀音		cam3	c	am	3	3			
4494	198	3833	讚			廣州話讀音欄		建議讀音		zaan3	z	aan	3	3			
4495	198	3834	谷		8.02.2 (328頁)	廣州話讀音欄		建議讀音		guk1	g	uk	1	7			
4496	198	3834	谷		8.02.2 (328頁)	備註欄			(古地名)吐谷渾	juk6	j	uk	6	9			
4497	198	3834	谷		8.02.2 (328頁)	備註欄			(古地名)谷蠡	luk6	l	uk	6	9			
4498	198	3835	豁		7.29 (183頁); 8.02.1 (291頁)	廣州話讀音欄		建議讀音		kut3	k	ut	3	8			
4499	198	3836	谿		8.02.2 (328頁)	廣州話讀音欄		建議讀音		kai1	k	ai	1	1			
4500	198	3836	谿		8.02.2 (328頁)	備註欄			同豀	hai4	h	ai	4	4			
4501	198	3837	豆			廣州話讀音欄		建議讀音		dau6	d	au	6	6			
4502	198	3838	豈		8.02.1 (291頁)	廣州話讀音欄		建議讀音		hei2	h	ei	2	2			
4503	198	3839	豉			廣州話讀音欄		建議讀音		si6	s	i	6	6			
4504	198	3840	豌		3.01.5 (102頁)	廣州話讀音欄		建議讀音		wun2	w	un	2	2			
4505	198	3840	豌		3.01.5 (102頁)	備註欄		又		wun1	w	un	1	1			
4506	198	3841	豎			廣州話讀音欄		建議讀音		syu6	s	yu	6	6			
4507	198	3842	豐			廣州話讀音欄		建議讀音		fung1	f	ung	1	1			
4508	199	3843	艷	艶|豓|豔		廣州話讀音欄		建議讀音		jim6	j	im	6	6			
4509	199	3844	豕			廣州話讀音欄		建議讀音		ci2	c	i	2	2			
4510	199	3845	豚			廣州話讀音欄		建議讀音		tyun4	t	yun	4	4			
4511	199	3846	象			廣州話讀音欄		建議讀音		zoeng6	z	oeng	6	6			
4512	199	3847	豢			廣州話讀音欄		建議讀音		waan6	w	aan	6	6			
4513	199	3848	豪			廣州話讀音欄		建議讀音		hou4	h	ou	4	4			
4514	199	3849	豬	猪		廣州話讀音欄		建議讀音		zyu1	z	yu	1	1			
4515	199	3850	豫			廣州話讀音欄		建議讀音		jyu6	j	yu	6	6			
4516	199	3851	豺			廣州話讀音欄		建議讀音		caai4	c	aai	4	4			
4517	199	3852	豹			廣州話讀音欄		建議讀音		paau3	p	aau	3	3			
4518	199	3853	貂			廣州話讀音欄		建議讀音		diu1	d	iu	1	1			
4519	199	3854	貉		1.29.1 (56頁); 8.02.2 (329頁)	廣州話讀音欄		建議讀音		hok6	h	ok	6	9			
4520	199	3854	貉		1.29.1 (56頁); 8.02.2 (329頁)	備註欄		古	同貊	mak6	m	ak	6	9			
4521	199	3855	貌			廣州話讀音欄		建議讀音		maau6	m	aau	6	6			
4522	199	3856	貓	猫	6.28 (172頁)	廣州話讀音欄		建議讀音		maau1	m	aau	1	1			
4523	199	3857	貝			廣州話讀音欄		建議讀音		bui3	b	ui	3	3			
4524	199	3858	貞			廣州話讀音欄		建議讀音		zing1	z	ing	1	1			
4525	199	3859	負			廣州話讀音欄		建議讀音		fu6	f	u	6	6			
4526	200	3860	財			廣州話讀音欄		建議讀音		coi4	c	oi	4	4			
4527	200	3861	貢			廣州話讀音欄		建議讀音		gung3	g	ung	3	3			
4528	200	3862	販			廣州話讀音欄		建議讀音		faan3	f	aan	3	3			
4529	200	3863	責		8.02.2 (329頁)	廣州話讀音欄		建議讀音		zaak3	z	aak	3	8			
4530	200	3863	責		8.02.2 (329頁)	備註欄			同債	zaai3	z	aai	3	3	Y		
4531	200	3864	貫			廣州話讀音欄		建議讀音		gun3	g	un	3	3			
4532	200	3865	貨			廣州話讀音欄		建議讀音		fo3	f	o	3	3			
4533	200	3866	貪			廣州話讀音欄		建議讀音		taam1	t	aam	1	1			
4534	200	3867	貧			廣州話讀音欄		建議讀音		pan4	p	an	4	4			
4535	200	3868	貯		3.11.4 (120頁)	廣州話讀音欄		建議讀音		cyu5	c	yu	5	5			
4536	200	3868	貯		3.11.4 (120頁)	備註欄		又		cyu2	c	yu	2	2			
4537	200	3869	貳			廣州話讀音欄		建議讀音		ji6	j	i	6	6			
4538	200	3870	賁		8.01.2 (242頁)	廣州話讀音欄	1	建議讀音	賁臨	bei3	b	ei	3	3			
4539	200	3870	賁		8.01.2 (242頁)	廣州話讀音欄	2	建議讀音	虎賁	ban1	b	an	1	1			
4540	200	3870	賁		8.01.2 (242頁)	備註欄			宏大	fan4	f	an	4	4			
4541	200	3871	費		8.02.2 (329頁)	廣州話讀音欄		建議讀音		fai3	f	ai	3	3			
4542	200	3871	費		8.02.2 (329頁)	備註欄		專名讀音	(地名)費縣	bei3	b	ei	3	3			
4543	200	3872	賀			廣州話讀音欄		建議讀音		ho6	h	o	6	6			
4544	200	3873	貼			廣州話讀音欄		建議讀音		tip3	t	ip	3	8			
4545	200	3874	貴			廣州話讀音欄		建議讀音		gwai3	gw	ai	3	3			
4546	200	3875	買			廣州話讀音欄		建議讀音		maai5	m	aai	5	5			
4547	200	3876	貽			廣州話讀音欄		建議讀音		ji4	j	i	4	4			
4548	200	3877	貶			廣州話讀音欄		建議讀音		bin2	b	in	2	2			
4549	200	3878	貿			廣州話讀音欄		建議讀音		mau6	m	au	6	6			
4550	200	3879	貸		8.02.1 (291頁)	廣州話讀音欄		建議讀音		taai3	t	aai	3	3			
4551	200	3880	賅			廣州話讀音欄		建議讀音		goi1	g	oi	1	1			
4552	200	3881	資			廣州話讀音欄		建議讀音		zi1	z	i	1	1			
4553	200	3882	賊			廣州話讀音欄		建議讀音		caak6	c	aak	6	9			
4554	200	3883	賈		2.03.1 (62頁); 2.03.2 (63頁); 8.01.2 (243頁)	廣州話讀音欄	1	建議讀音	姓賈	gaa2	g	aa	2	2			
4555	200	3883	賈		2.03.1 (62頁); 2.03.2 (63頁); 8.01.2 (243頁)	廣州話讀音欄	2	建議讀音	商賈	gu2	g	u	2	2			
4556	200	3883	賈		2.03.1 (62頁); 2.03.2 (63頁); 8.01.2 (243頁)	備註欄			(古)通價	gaa3	g	aa	3	3	Y		
4557	201	3884	貲			廣州話讀音欄		建議讀音		zi1	z	i	1	1			
4558	201	3885	賄		1.14.1 (49頁)	廣州話讀音欄		建議讀音		kui2	k	ui	2	2			
4559	201	3885	賄		1.14.1 (49頁)	備註欄		又		fui2	f	ui	2	2			
4560	201	3886	賃			廣州話讀音欄		建議讀音		jam6	j	am	6	6			
4561	201	3887	賂			廣州話讀音欄		建議讀音		lou6	l	ou	6	6			
4562	201	3888	賓		8.02.1 (292頁)	廣州話讀音欄		建議讀音		ban1	b	an	1	1			
4563	201	3889	賑			廣州話讀音欄		建議讀音		zan3	z	an	3	3			
4564	201	3890	賒			廣州話讀音欄		建議讀音		se1	s	e	1	1			
4565	201	3891	賠			廣州話讀音欄		建議讀音		pui4	p	ui	4	4			
4566	201	3892	賦			廣州話讀音欄		建議讀音		fu3	f	u	3	3			
4567	201	3893	賤			廣州話讀音欄		建議讀音		zin6	z	in	6	6			
4568	201	3894	賬			廣州話讀音欄		建議讀音		zoeng3	z	oeng	3	3			
4569	201	3895	賭			廣州話讀音欄		建議讀音		dou2	d	ou	2	2			
4570	201	3896	賢			廣州話讀音欄		建議讀音		jin4	j	in	4	4			
4571	201	3897	賣			廣州話讀音欄		建議讀音		maai6	m	aai	6	6			
4572	201	3898	賞			廣州話讀音欄		建議讀音		soeng2	s	oeng	2	2			
4573	201	3899	賜			廣州話讀音欄		建議讀音		ci3	c	i	3	3			
4574	201	3900	質		8.01.1 (226頁)	廣州話讀音欄	1	建議讀音	物質	zat1	z	at	1	7			
4575	201	3900	質		8.01.1 (226頁)	廣州話讀音欄	2	建議讀音	人質	zi3	z	i	3	3			
4576	201	3901	賴	頼		廣州話讀音欄		建議讀音		laai6	l	aai	6	6			
4577	201	3902	賺			廣州話讀音欄		建議讀音		zaan6	z	aan	6	6			
4578	201	3903	賽			廣州話讀音欄		建議讀音		coi3	c	oi	3	3			
4579	201	3904	購		1.20.4 (53頁)	廣州話讀音欄		建議讀音		kau3	k	au	3	3			
4580	201	3904	購		1.20.4 (53頁)	備註欄		又		gau3	g	au	3	3			
4581	201	3905	贅			廣州話讀音欄		建議讀音		zeoi6	z	eoi	6	6			
4582	201	3906	贈			廣州話讀音欄		建議讀音		zang6	z	ang	6	6			
4583	202	3907	贋	贗		廣州話讀音欄		建議讀音		ngaan6	ng	aan	6	6			
4584	202	3908	贊			廣州話讀音欄		建議讀音		zaan3	z	aan	3	3			
4585	202	3909	贏		2.43.4 (91頁)	廣州話讀音欄		建議讀音		jing4	j	ing	4	4			
4586	202	3909	贏		2.43.4 (91頁)	備註欄		語		jeng4	j	eng	4	4			
4587	202	3910	贍		2.44.3 (92頁)	廣州話讀音欄		建議讀音		sin6	s	in	6	6			
4588	202	3910	贍		2.44.3 (92頁)	備註欄		又		sim6	s	im	6	6			
4589	202	3911	贓			廣州話讀音欄		建議讀音		zong1	z	ong	1	1			
4590	202	3912	贖			廣州話讀音欄		建議讀音		suk6	s	uk	6	9			
4591	202	3913	贛		8.02.2 (329頁)	廣州話讀音欄		建議讀音		gam3	g	am	3	3			
4592	202	3913	贛		8.02.2 (329頁)	備註欄			通貢	gung3	g	ung	3	3	Y		
4593	202	3914	赤		2.42.2 (85頁)	廣州話讀音欄		建議讀音		cek3	c	ek	3	8			
4594	202	3914	赤		2.42.2 (85頁)	備註欄		又		cik3	c	ik	3	8			
4595	202	3915	赧			廣州話讀音欄		建議讀音		naan5	n	aan	5	5			
4596	202	3916	赦			廣州話讀音欄		建議讀音		se3	s	e	3	3			
4597	202	3917	赫			廣州話讀音欄		建議讀音		haak1	h	aak	1	7			
4598	202	3918	赭			廣州話讀音欄		建議讀音		ze2	z	e	2	2			
4599	202	3919	走			廣州話讀音欄		建議讀音		zau2	z	au	2	2			
4600	202	3920	赴			廣州話讀音欄		建議讀音		fu6	f	u	6	6			
4601	202	3921	赳		4.06.2 (139頁)	廣州話讀音欄		建議讀音		gau2	g	au	2	2			
4602	202	3921	赳		4.06.2 (139頁)	備註欄		又		dau2	d	au	2	2			
4603	202	3922	起			廣州話讀音欄		建議讀音		hei2	h	ei	2	2			
4604	202	3923	越			廣州話讀音欄		建議讀音		jyut6	j	yut	6	9			
4605	202	3924	超			廣州話讀音欄		建議讀音		ciu1	c	iu	1	1			
4606	202	3925	趁			廣州話讀音欄		建議讀音		can3	c	an	3	3			
4607	202	3926	趙		8.02.1 (292頁)	廣州話讀音欄		建議讀音		ziu6	z	iu	6	6		Y	《異讀》誤作送氣，今從《讀音表》
4608	202	3927	趕			廣州話讀音欄		建議讀音		gon2	g	on	2	2			
4609	202	3928	趣		8.02.2 (329頁)	廣州話讀音欄		建議讀音		ceoi3	c	eoi	3	3			
4610	202	3928	趣		8.02.2 (329頁)	備註欄			(古)同促	cuk1	c	uk	1	1	Y		
4611	203	3929	趟			廣州話讀音欄		建議讀音		tong3	t	ong	3	3			
4612	203	3930	趨		8.02.2 (329頁)	廣州話讀音欄		建議讀音		ceoi1	c	eoi	1	1			
4613	203	3930	趨		8.02.2 (329頁)	備註欄			(古)同促	cuk1	c	uk	1	1	Y		
4614	203	3931	足		8.02.2 (330頁)	廣州話讀音欄		建議讀音		zuk1	z	uk	1	7			
4615	203	3931	足		8.02.2 (330頁)	備註欄		古	足恭	zeoi3	z	eoi	3	3			
4616	203	3932	趴			廣州話讀音欄		建議讀音		paa1	p	aa	1	1			
4617	203	3933	趾			廣州話讀音欄		建議讀音		zi2	z	i	2	2			
4618	203	3934	跎			廣州話讀音欄		建議讀音		to4	t	o	4	4			
4619	203	3935	距		5.45 (158頁)	廣州話讀音欄		建議讀音		keoi5	k	eoi	5	5			
4620	203	3936	跋		2.33.1 (80頁)	廣州話讀音欄		建議讀音		bat6	b	at	6	9			
4621	203	3937	跚			廣州話讀音欄		建議讀音		saan1	s	aan	1	1			
4622	203	3938	跑		8.02.1 (292頁)	廣州話讀音欄		建議讀音		paau2	p	aau	2	2			
4623	203	3939	跌		2.32.1 (79頁)	廣州話讀音欄		建議讀音		dit3	d	it	3	8			
4624	203	3940	跛		6.01 (165頁); 8.02.2 (330頁)	廣州話讀音欄		建議讀音		bo2	b	o	2	2			
4625	203	3940	跛		6.01 (165頁); 8.02.2 (330頁)	備註欄		語		bai1	b	ai	1	1			
4626	203	3941	跆		9 (338頁)	廣州話讀音欄		建議讀音		toi4	t	oi	4	4			
4627	203	3942	跡			廣州話讀音欄		建議讀音		zik1	z	ik	1	7			
4628	203	3943	跟			廣州話讀音欄		建議讀音		gan1	g	an	1	1			
4629	203	3944	跨		3.03.2 (104頁); 8.02.2 (330頁)	廣州話讀音欄		建議讀音		kwaa1	kw	aa	1	1			
4630	203	3944	跨		3.03.2 (104頁); 8.02.2 (330頁)	備註欄		又		kwaa3	kw	aa	3	3			
4631	203	3945	路			廣州話讀音欄		建議讀音		lou6	l	ou	6	6			
4632	203	3946	跳			廣州話讀音欄		建議讀音		tiu3	t	iu	3	3			
4633	203	3947	跺	跥		廣州話讀音欄		建議讀音		do2	d	o	2	2			
4634	203	3948	跪			廣州話讀音欄		建議讀音		gwai6	gw	ai	6	6			
4635	203	3949	跼			廣州話讀音欄		建議讀音		guk6	g	uk	6	9			
4636	203	3950	踫		9 (338頁)	廣州話讀音欄		建議讀音	同碰	pung3	p	ung	3	3		Y	「同碰」二字《讀音表》放在備註欄，今從《異讀》放在建議讀音欄
4637	204	3951	踐		5.23 (152頁)	廣州話讀音欄		建議讀音		cin5	c	in	5	5			
4638	204	3951	踐		5.23 (152頁)	備註欄		又		zin6	z	in	6	6			
4639	204	3952	踝			廣州話讀音欄		建議讀音		waa5	w	aa	5	5			
4640	204	3953	踢			廣州話讀音欄		建議讀音		tek3	t	ek	3	8			
4641	204	3954	踏			廣州話讀音欄		建議讀音		daap6	d	aap	6	9			
4642	204	3955	踩		2.06.1 (64頁)	廣州話讀音欄		建議讀音		caai2	c	aai	2	2			
4643	204	3955	踩		2.06.1 (64頁)	備註欄		又		coi2	c	oi	2	2			
4644	204	3956	踟			廣州話讀音欄		建議讀音		ci4	c	i	4	4			
4645	204	3957	蹄			廣州話讀音欄		建議讀音		tai4	t	ai	4	4			
4646	204	3958	踱			廣州話讀音欄		建議讀音		dok6	d	ok	6	9			
4647	204	3959	踴			廣州話讀音欄		建議讀音		jung2	j	ung	2	2			
4648	204	3960	蹂		3.10.3 (116頁)	廣州話讀音欄		建議讀音		jau4	j	au	4	4			
4649	204	3961	踹		8.02.1 (292頁)	廣州話讀音欄		建議讀音		caai2	c	aai	2	2			
4650	204	3962	踵		1.10.1 (46頁)	廣州話讀音欄		建議讀音		zung2	z	ung	2	2			
4651	204	3962	踵		1.10.1 (46頁)	備註欄		又		dung2	d	ung	2	2			
4652	204	3963	蹉			廣州話讀音欄		建議讀音		co1	c	o	1	1			
4653	204	3964	蹋			廣州話讀音欄		建議讀音		taap3	t	aap	3	8			
4654	204	3965	蹈			廣州話讀音欄		建議讀音		dou6	d	ou	6	6			
4655	204	3966	蹊		7.40 (186頁); 8.01.1 (226頁)	廣州話讀音欄	1	建議讀音	蹊徑	hai4	h	ai	4	4			
4656	204	3966	蹊		7.40 (186頁); 8.01.1 (226頁)	廣州話讀音欄	2	建議讀音	蹊蹺	kai1	k	ai	1	1			
4657	204	3967	蹣		8.02.2 (330頁)	廣州話讀音欄		建議讀音		mun4	m	un	4	4			
4658	204	3967	蹣		8.02.2 (330頁)	備註欄		又		pun4	p	un	4	4			
4659	204	3968	蹦		3.06.2 (111頁)	廣州話讀音欄		建議讀音		bang1	b	ang	1	1			
4660	204	3968	蹦		3.06.2 (111頁)	備註欄		又		baang6	b	aang	6	6			
4661	204	3969	蹙			廣州話讀音欄		建議讀音		cuk1	c	uk	1	7			
4662	204	3970	蹤			廣州話讀音欄		建議讀音		zung1	z	ung	1	1			
4663	204	3971	蹲		8.01.1 (226頁)	廣州話讀音欄	1	建議讀音	蹲坐	deon1	d	eon	1	1			
4664	204	3971	蹲		8.01.1 (226頁)	廣州話讀音欄	2	建議讀音	蹲了腿	cyun4	c	yun	4	4			
4665	204	3972	蹬		8.02.1 (292頁)	廣州話讀音欄		建議讀音		dang6	d	ang	6	6			
4666	204	3973	蹺		5.53 (160頁)	廣州話讀音欄		建議讀音		kiu2	k	iu	2	2			
4667	205	3974	躇			廣州話讀音欄		建議讀音		cyu4	c	yu	4	4			
4668	205	3975	蹼		7.12 (178頁)	廣州話讀音欄		建議讀音		buk6	b	uk	6	9			
4669	205	3975	蹼		7.12 (178頁)	備註欄		又		pok3	p	ok	3	8			
4670	205	3976	蹶		8.02.1 (292頁)	廣州話讀音欄		建議讀音		kyut3	k	yut	3	8			
4671	205	3977	躂		1.09.2 (46頁)	廣州話讀音欄		建議讀音		taat3	t	aat	3	8			
4672	205	3978	躁			廣州話讀音欄		建議讀音		cou3	c	ou	3	3			
4673	205	3979	躅			廣州話讀音欄		建議讀音		zuk6	z	uk	6	9			
4674	205	3980	躉			廣州話讀音欄		建議讀音		dan2	d	an	2	2			
4675	205	3981	躊			廣州話讀音欄		建議讀音		cau4	c	au	4	4			
4676	205	3982	躍		3.23.2 (136頁)	廣州話讀音欄		建議讀音		joek3	j	oek	3	8			
4677	205	3982	躍		3.23.2 (136頁)	備註欄		又		joek6	j	oek	6	9			
4678	205	3983	躑			廣州話讀音欄		建議讀音		zaak6	z	aak	6	9			
4679	205	3984	躡			廣州話讀音欄		建議讀音		nip6	n	ip	6	9			
4680	205	3985	躪			廣州話讀音欄		建議讀音		leon6	l	eon	6	6			
4681	205	3986	身		8.02.2 (330頁)	廣州話讀音欄		建議讀音		san1	s	an	1	1			
4682	205	3986	身		8.02.2 (330頁)	備註欄		專名讀音	(古地名)身毒	gyun1	g	yun	1	1			
4683	205	3987	躬			廣州話讀音欄		建議讀音		gung1	g	ung	1	1			
4684	205	3988	躲	躱		廣州話讀音欄		建議讀音		do2	d	o	2	2			
4685	205	3989	躺			廣州話讀音欄		建議讀音		tong2	t	ong	2	2			
4686	205	3990	軀			廣州話讀音欄		建議讀音		keoi1	k	eoi	1	1			
4687	205	3991	車		8.01.1 (226頁)	廣州話讀音欄	1	建議讀音	火車	ce1	c	e	1	1			
4688	205	3991	車		8.01.1 (226頁)	廣州話讀音欄	2	建議讀音	象棋棋子一種	geoi1	g	eoi	1	1			
4689	205	3992	軋		8.02.1 (293頁)	廣州話讀音欄		建議讀音		zaat3	z	aat	3	8			
4690	210	3993	軍			廣州話讀音欄		建議讀音		gwan1	gw	an	1	1			
4691	210	3994	軌			廣州話讀音欄		建議讀音		gwai2	gw	ai	2	2			
4692	210	3995	軒			廣州話讀音欄		建議讀音		hin1	h	in	1	1			
4693	210	3996	軔			廣州話讀音欄		建議讀音		jan6	j	an	6	6			
4694	210	3997	軛		2.07.1 (64頁)	廣州話讀音欄		建議讀音		aak1		aak	1	7			
4695	210	3998	軟			廣州話讀音欄		建議讀音		jyun5	j	yun	5	5			
4696	210	3999	軻			廣州話讀音欄		建議讀音		o1		o	1	1			
4697	210	4000	軸		8.02.1 (293頁)	廣州話讀音欄		建議讀音		zuk6	z	uk	6	9			
4698	210	4001	軼		4.08 (139頁)	廣州話讀音欄		建議讀音		jat6	j	at	6	9			
4699	210	4002	較			廣州話讀音欄		建議讀音		gaau3	g	aau	3	3			
4700	206	4003	載		8.01.1 (227頁)	廣州話讀音欄	1	建議讀音	載貨	zoi3	z	oi	3	3			
4701	206	4003	載		8.01.1 (227頁)	廣州話讀音欄	2	建議讀音	一年半載	zoi2	z	oi	2	2			
4702	206	4004	軾			廣州話讀音欄		建議讀音		sik1	s	ik	1	7			
4703	206	4005	輊			廣州話讀音欄		建議讀音		zi3	z	i	3	3			
4704	206	4006	輔			廣州話讀音欄		建議讀音		fu6	f	u	6	6			
4705	206	4007	輒			廣州話讀音欄		建議讀音		zip3	z	ip	3	8			
4706	206	4008	輕		2.43.3 (89頁)	廣州話讀音欄		建議讀音		hing1	h	ing	1	1			
4707	206	4009	輓			廣州話讀音欄		建議讀音		waan5	w	aan	5	5			
4708	206	4010	輝			廣州話讀音欄		建議讀音		fai1	f	ai	1	1			
4709	206	4011	輛		3.20.3 (133頁)	廣州話讀音欄		建議讀音		loeng6	l	oeng	6	6			
4710	206	4012	輟			廣州話讀音欄		建議讀音		zyut3	z	yut	3	8			
4711	206	4013	輦			廣州話讀音欄		建議讀音		lin5	l	in	5	5			
4712	206	4014	輩		2.41.1 (83頁)	廣州話讀音欄		建議讀音		bui3	b	ui	3	3			
4713	207	4015	輪			廣州話讀音欄		建議讀音		leon4	l	eon	4	4			
4714	207	4016	輜	輺		廣州話讀音欄		建議讀音		zi1	z	i	1	1			
4715	207	4017	輻			廣州話讀音欄		建議讀音		fuk1	f	uk	1	7			
4716	207	4018	輯			廣州話讀音欄		建議讀音		cap1	c	ap	1	7			
4717	207	4019	輸			廣州話讀音欄		建議讀音		syu1	s	yu	1	1			
4718	207	4020	轄			廣州話讀音欄		建議讀音		hat6	h	at	6	9			
